id,nom,prenom,email,date_naissance,pays,code_postal,chiffre_affaires_total,nb_projets,dernier_contact
456,Petit,Amine,amine.petit@yahoo.com,,TN,31000,8476.0,1,2024-10-01
457,Petit,Sophie,sophie.petit@domain.com,,TN,16000,12438.0,6,2024-10-01
459,Benali,Awa,awa.benali@yahoo.com,,DZ,75000,11337.0,13,
461,Durand,Paul,paul.durand@outlook.com,,TN,16000,7387.0,10,
463,Diallo,Awa,awadiallo@yahoo.com,,MA,75000,4515.0,12,
465,Leroy,Lucas,lucas.leroy@yahoo.com,,TN,16000,3542.0,0,2024-10-01
469,Petit,Karim,karim.petit@outlook.com,,MA,75000,5094.0,15,
470,Benali,Paul,paul.benali@outlook.com,,MA,31000,10620.0,6,
471,Durand,Awa,awadurand@outlook.com,,TN,16000,13056.0,14,
472,Diallo,Jean,jeandiallo@outlook.com,,TN,16000,4151.0,18,2024-10-01
475,Haddad,Sophie,sophie.haddadyahoo.com,,MA,01300,3766.0,9,
476,Diallo,Marie,marie.diallo@outlook.com,,FR,01300,5123.0,14,
478,Moreau,Awa,awa.moreau@gmail.com,,TN,01300,3381.0,7,
479,Durand,Claire,clairedurand@gmail.com,,TN,75000,8960.0,20,
480,Martin,Paul,paul.martin@yahoo.com,,DZ,75000,8341.0,13,
481,Diallo,Karim,karim.diallo@gmail.com,,FR,16000,13527.0,20,
482,Moreau,Lina,lina.moreau@outlook.com,,TN,75000,1843.0,15,
484,Durand,Paul,paul.durand@yahoo.com,,TN,75000,4482.0,1,2024-10-01
485,Martin,Jean,jean.martin@yahoo.com,,FR,16000,7883.0,1,2024-10-01
486,Martin,Lucas,lucas.martin@domain.com,,TN,75000,10134.0,0,
490,Moreau,Jean,jeanmoreau@yahoo.com,,FR,16000,11808.0,11,
491,Moreau,Paul,paulmoreau@gmail.com,,FR,75000,5811.0,6,2024-10-01
492,Martin,Jean,jean.martin@domain.com,,DZ,16000,6778.0,18,
493,Martin,Karim,karim.martin@yahoo.com,,FR,75000,14121.0,12,2024-10-01
495,Diallo,Claire,claire.diallo@domain.com,,FR,01300,4681.0,8,
496,Moreau,Awa,awa.moreaugmail.com,,FR,31000,4598.0,0,
498,Dupont,Karim,karim.dupont@gmail.com,,MA,75000,11605.0,4,
